id,name,artists,album,year,popularity,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_m,file name
50JFzM06XV0tBBWhvEwKMa,Retina Flash,George FitzGerald,Stellar Drifting,2022,27,0.469,0.62,8,0.034,0.273,0.915,0.137,0.0518,110.032,3.2709,Retina Flash George FitzGerald
4Gn1QTNQReiekDQe4G9Nwn,GOOD TIMES - Braxe + Falcon Remix,Jungle,GOOD TIMES (Braxe + Falcon Remix),2022,49,0.737,0.589,2,0.0366,0.00262,0.82,0.07,0.48,122.985,4.7462,"GOOD TIMES - Braxe + Falcon Remix Jungle, Braxe + Falcon"
1inTGt166sA1VwAV3iVgzs,It's You - Octo Octa's Slammin' With U Mix,DJ Q,All That I Could / It's You (Remixes),2021,22,0.79,0.903,6,0.0673,0.0141,0.734,0.16,0.908,129.996,6.25,"It's You - Octo Octa's Slammin' With U Mix DJ Q, Octo Octa"
3Xfwu3xtPqmJ4nM4jpBm8O,Damages,Tems,For Broken Ears,2020,71,0.712,0.497,1,0.431,0.528,2.65e-05,0.125,0.516,128.385,2.8235,Damages Tems
5FAFRyxvtiFzPTsKmfXudD,Dream Dream Dream,Madeon,Good Faith,2019,45,0.377,0.555,4,0.0332,0.133,1.57e-06,0.181,0.199,64.95,3.9156,Dream Dream Dream Madeon
6PZpNMstpIiRenGK5UyG5D,Good Ones,Charli XCX,Good Ones,2021,57,0.764,0.672,7,0.0293,0.072,3.32e-06,0.0806,0.789,129.049,2.2769,Gooe Ones Charli XCX
6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),Flo Rida,Only One Flo (Part 1),2010,80,0.616,0.869,0,0.0327,0.0283,0.0,0.064,0.473,127.966,3.9093,Club Can't Handle Me (feat. David Guetta) Flo Rida
3JFEzueFHPS77IxKcuO9yX,memory as miniatures,Rachika Nayar,fragments,2021,32,0.479,0.394,9,0.0402,0.911,0.838,0.223,0.0399,151.941,2.8421,memory as miniatures Rachika Nayar
2cmRpmO04TLaKPzmAzySYZ,Dance Yrself Clean,LCD Soundsystem,This Is Happening,2010,63,0.739,0.611,11,0.0622,0.00557,0.725,0.04,0.794,98.004,8.9412,Dance Yrself Clean LCD Soundsystem
4djIFfof5TpbSGRZUpsTXq,Talk Too Much,COIN,How Will You Know If You Never Try,2017,72,0.598,0.888,4,0.0807,0.00947,0.0,0.347,0.482,103.966,3.1189,Talk Too Much COIN
60nOSJvQcCm11cj6bWX561,Nervous Acid,Bobby Konders,A Lost Era in NYC 1987 - 1992,2010,30,0.633,0.789,1,0.038,0.00554,0.808,0.107,0.228,123.233,5.0142,Nervous Acid - Bobby Konders
4XkXgUNDVBMj3oJoE8yspZ,Numbers On The Boards,Pusha T,My Name Is My Name,2013,59,0.807,0.556,0,0.119,0.157,0.0,0.0906,0.383,87.852,2.7264,Numbers on the Boards Pusha T
0UJSqvoNqME71nlzSa3H7E,Sunlight,Bag Raiders,Bag Raiders (Deluxe),2011,43,0.617,0.885,9,0.262,0.00484,1.03e-06,0.0599,0.524,124.991,4.0531,Sunlight Bag Raiders
4rS4K30qVDExdjeU4feF4c,Keep the Fire Burning,Gwen McCrae,On My Way,1982,58,0.892,0.433,0,0.0699,0.0277,0.000892,0.0308,0.924,128.029,5.7425,Keep the Fire Burning Gwen McCrae
4LEU14gZpGPwjbdJm58fz4,Gangster Time,Interplanetary Criminal,Gangster Time,2022,44,0.684,0.642,11,0.406,0.0276,0.0081,0.353,0.694,133.78,3.8969,"Gangser Time Interplanetary Criminal, Killa P"
2BTjb4H2FLh2e5zx3nI6Ul,Hyph Mngo,Joy Orbison,Hyph Mngo / Wet Look,2009,38,0.485,0.552,1,0.0543,0.116,0.0455,0.0864,0.0676,139.792,5.6402,Hyph Mngo Joy Orbison
6SdQARoKk1y4IVL1OeHS9d,Forever,Totally Enormous Extinct Dinosaurs,When the Lights Go,2022,34,0.724,0.729,8,0.0405,0.209,0.0118,0.107,0.122,123.964,4.4693,Forever Totally Enormous Extinct Dinosaurs
7CGkR8BkFkvzrEXWYWB9gw,Love Reigns,Mall Grab,What I Breathe,2022,56,0.625,0.869,11,0.0469,0.0032,0.736,0.575,0.648,132.954,4.903,Love Reigns Mall Grab
5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,One Direction,Midnight Memories (Deluxe),2013,79,0.652,0.877,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,3.3351,Best Song Ever One Direction
57raKVKlm6ofEoCCJJvTsY,Sfire 7,Sfire,Sfire 6/7,2015,34,0.775,0.688,9,0.0542,0.00052,0.724,0.178,0.677,128.342,2.4944,Sfire 7 Sfire
6TqXcAFInzjp0bODyvrWEq,Talk (feat. Disclosure),Khalid,Free Spirit,2019,73,0.9,0.4,0,0.127,0.0516,0.0,0.0599,0.346,135.984,3.2929,Talk (feat. Disclosure) Khalid
0xIo8d1CLxARzQhaZwJ1RM,Age of Phase,Bonobo,Fragments,2022,47,0.706,0.697,6,0.0361,0.316,0.763,0.0681,0.377,123.993,5.7009,Age of Phase Bonobo
4Ko0kuCmsJW0HMKkQM7Xw8,LOW,Oliver Heldens,LOW,2022,50,0.678,0.807,9,0.0383,0.00155,0.00284,0.292,0.271,126.024,3.3881,"LOW Oliver Heldens, Tchami, Anabel Englund"
3l5qctI4FqhfjIZzs06cbk,Call For Help,Pearly Drops,Call For Help,2020,57,0.465,0.93,11,0.0317,0.0293,0.861,0.132,0.597,155.055,3.3161,Call For Help Pearly Drops
7skKYebcq4DBnVGJdanIGb,Rainbows and Dreams,George FitzGerald,Stellar Drifting,2022,37,0.584,0.835,2,0.0328,0.263,0.802,0.109,0.231,126.031,4.6843,Rainbows and Dreams George FitzGerald
4YcIlB22261tkPnUWlGosW,Heaven Tar,Flourish,Black Blizzard (Summer Like Sour),2011,5,0.597,0.48,0,0.0396,3.89e-05,0.938,0.321,0.0621,111.005,5.3542,Heaven Tar Flourish
6UFivO2zqqPFPoQYsEMuCc,Bags,Clairo,Immunity,2019,79,0.742,0.546,1,0.0315,0.172,0.38,0.115,0.868,104.996,4.342,Bags Clairo
1gWnuGAiTk3Q4yrIbwymUK,Zoom Zoom,Polo & Pan,Caravelle,2017,57,0.678,0.849,7,0.0367,0.0459,0.613,0.0833,0.502,94.003,3.4967,Zoom Zoom Polo & Pan
3oZOhcGFBx5AdxDmpp209k,Madres,Sofia Kourtesis,Madres,2023,49,0.646,0.815,7,0.034,0.00679,0.766,0.112,0.558,124.001,5.2258,Madres Sofia Kourtesis
6sO5JLumnt2HLT6bumzIgb,Disco Rekah,Loefah,Disco Rekah,2007,35,0.869,0.576,5,0.147,0.000836,0.685,0.411,0.257,147.014,5.3098,Disco Rekah Loefah
0PDCewmZCp0P5s00bptcdd,This Will Be (An Everlasting Love),Natalie Cole,Inseparable,1975,76,0.685,0.623,8,0.042,0.228,0.00234,0.0295,0.896,126.739,2.866,This Will Be (An Everlasting Love) Natalie Cole
38tpawuPzka8PZjo1V9RUE,The First Single (You Know Me),The Format,Interventions and Lullabies,2003,43,0.573,0.929,9,0.0682,0.0057,0.0,0.138,0.714,127.564,4.406,The First Single (You Know Me) The Format
5vSekidwmZF63TXK7t4Yv5,My Emotions Are Blinding,Tennis,Yours Conditionally,2017,34,0.732,0.856,0,0.035,0.0216,0.0,0.106,0.712,95.011,3.6967,My Emotions Are Blind Tennis
7rr98eZeCb0jo9A4zP6Np3,If I Begged You For Your Love,obli,Let It Go,2023,35,0.6,0.77,7,0.04,0.048,0.514,0.0776,0.402,114.042,3.4993,If I Begged You For Your Love obli
5Pn4AYzF6awkiD9zdnsRHt,Donnie Darko,Let's Eat Grandma,I'm All Ears,2018,38,0.694,0.379,0,0.0305,0.0484,0.0053,0.108,0.0372,117.008,11.3192,Donnie Darko Lets Eat Grandma
7BH6uSCuWBD5RTjGUbthlh,Midnight Request Line,Skream,This Is Dubstep Anthems,2013,1,0.784,0.682,1,0.0784,0.00364,0.841,0.144,0.127,139.953,5.0675,Midnight Request Line (Dub) Skream
6jDjdfe7npTAxfwVq2HRfr,Marigolds,Early Eyes,Marigolds,2020,50,0.701,0.711,0,0.0322,0.0504,0.0304,0.14,0.567,133.027,3.6938,Marigolds Early Eyes
3cHyrEgdyYRjgJKSOiOtcS,Timber (feat. Ke$ha),Pitbull,Global Warming: Meltdown (Deluxe Version),2012,84,0.581,0.963,11,0.0981,0.0295,0.0,0.139,0.788,129.992,3.4027,Timber (feat. Ke$ha) Pitbull
4E8FuNMuA0NmIOWP5gIBtK,Take It All Back,Sui Zhen,Secretly Susan,2015,8,0.663,0.497,0,0.0743,0.701,0.133,0.11,0.193,101.275,3.4522,Take It All Back Sui Zhen
07OgaXz5dFCeLIVvPpZs7M,Purple City,Joker,Purple City / Re-Up,2009,34,0.615,0.645,1,0.0414,5.53e-05,0.821,0.0639,0.501,139.998,4.4053,"Purple City Joker, Ginz"
4PL1QUjQBMNu2Hc9hiKr80,Last Year,Toro y Moi,MAHAL,2022,46,0.458,0.539,3,0.0692,0.771,0.539,0.255,0.751,180.802,3.261,Last Year Toro Y Moi
1GZJu6ciZ55S8Kp1s8Z5ex,It Makes You Forget (Itgehane) - Edit,Peggy Gou,It Makes You Forget (Itgehane),2018,66,0.794,0.89,0,0.0431,0.0177,0.468,0.0838,0.77,125.003,3.936,It Makes You Forget... Peggy Gou
0jUhvsQB5KcuQCFcv4LVo5,58500 - Daniel Avery Remix,Enfant Sauvage,Petrichor,2021,47,0.571,0.667,7,0.0419,0.00964,0.873,0.0996,0.152,120.019,3.7331,"58500 - Daniel Avery Remix Enfant Sauvage, Daniel Avery "
0XcY2bB4lectIINykHYYDa,Brokendate,Com Truise,Galactic Melt,2011,58,0.525,0.544,11,0.169,0.256,0.622,0.377,0.549,170.374,5.14,Brokendate Com Truise
7dYjEwbLJ1B5reoz3lWra0,Nova,Burial,Nova / Moth,2022,53,0.675,0.759,6,0.0543,0.516,0.934,0.372,0.129,127.991,5.7,"Nova Burial, Four Tet"
5ukTUKLwsaThljUaV6IVAs,In My Arms - Edit,Disclosure,Never Enough,2021,43,0.693,0.911,10,0.0539,0.00355,0.577,0.35,0.147,126.327,3.7567,In My Arms - Edit Disclosure
4Z8jptUDjJDuxBf0pSOvSi,Brace Yourself Jason,µ-Ziq,Lunatic Harness,1997,41,0.546,0.734,7,0.0343,0.127,0.932,0.0501,0.447,145.867,6.3729,Brace Yourself Jason µ-Ziq
7JrwRcbAj13sNPEGShBD9g,Cosurmyne,Jungle,For Ever,2018,50,0.555,0.718,1,0.0533,0.0119,0.133,0.339,0.644,149.884,3.6664,Cosurmyne Jungle
017LAQcX4H5GbRzusEZJeq,i85mixxalbumversion,Material Girl,i85mixx21-22,2022,34,0.334,0.462,8,0.0387,0.258,0.37,0.531,0.0417,162.043,5.3784,"i85mixxalbumversion Material Girl, PK Shellboy"
4CzhtKifG867Lu5DNQVBSA,Vamp Anthem,Playboi Carti,Whole Lotta Red,2020,79,0.642,0.69,11,0.261,0.00599,1.3e-06,0.322,0.641,164.075,2.0682,Vamp Anthem Playboi Carti
0tP8FKhJsar5y4JcOH4Rjp,You Lose!,Magdalena Bay,Mercurial World,2021,51,0.628,0.909,9,0.0423,6.78e-05,0.372,0.923,0.164,120.01,3.4065,You Lose! Magdalena Bay
6PZpNMstpIiRenGK5UyG5D,Good Ones,Charli XCX,Good Ones,2021,57,0.764,0.672,7,0.0293,0.072,3.32e-06,0.0806,0.789,129.049,2.2769,Good Ones Charli XCX
3HlK8txWAdtKMrbsqX40pl,Freaking Out the Neighborhood,Mac DeMarco,2,2012,78,0.565,0.832,8,0.108,0.0638,0.0288,0.386,0.847,143.303,2.8982,Freaking Out the Neighborhood Mac DeMarco
0dztHJ3bdxWvjYQMNKVCp1,Smoke (feat. Jamie xx),Headie One,GANG,2020,45,0.659,0.904,11,0.114,0.0409,0.553,0.169,0.4,136.091,3.8132,Smoke (feat Jamie xx) Headie One Fred Again.. Jamie xx
44jJCNW8frQLEWpYuAQz47,We Own The Sky,M83,Saturdays = Youth,2008,49,0.399,0.761,9,0.0334,0.000105,0.0456,0.0757,0.243,140.084,5.0818,We Own The Sky M83
44CZRkOxv7UItaAUmh8PgN,Doses & Mimosas,Cherub,Year of the Caprese,2014,72,0.775,0.655,5,0.102,0.114,0.00016,0.035,0.346,114.503,5.3876,Doses & Mimosas Cherub
17un40DR6gEwkaZx99QStW,Mark Ernestus Meets BBC,Mark Ernestus,Shangaan Shake: Mark Ernestus Meets BBC,2011,9,0.816,0.547,1,0.0798,0.0246,0.916,0.044,0.345,119.007,8.1364,Mark Ernestus Meets BBC Mark Ernestus
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),1985,90,0.645,0.795,7,0.0527,0.347,0.00389,0.104,0.535,112.067,4.1915,Everybody Wants To Rule the World Tears For Fears
0MpYcFOQXnjkQF4hRKpetC,owari no kisetsu,Rei Harakami,[lust],2005,39,0.577,0.662,11,0.042,0.166,0.806,0.0908,0.542,160.035,3.32,owari no kisetsu REI Harakami
4Dy26AYLOdCjqSadkaTYJN,Season 2,Phoenix,Alpha Zulu,2022,43,0.737,0.619,0,0.0337,0.0154,0.115,0.137,0.89,112.999,2.7835,Season 2 Phoenix
7LRFpwHtvPl3OoRLpPkpZ1,Possessed,Prince,Purple Rain (Deluxe Expanded Edition),2017,23,0.761,0.799,9,0.0733,0.293,0.112,0.0871,0.576,135.839,7.9387,Possessed Prince
0ftZJVATeiNjnzNW4yZAeV,Sold My Soul,GoldFish,Sold My Soul,2009,3,0.679,0.645,0,0.0445,0.0493,0.923,0.115,0.85,123.002,3.8907,Sold My Soul GoldFish
6NRvZuFXn2ixp8YdzUvG5n,Leave Me Like This,Skrillex,Quest For Fire,2023,60,0.671,0.84,1,0.0581,0.00113,0.473,0.109,0.233,124.977,3.1429,"Leave Me Like This Skrillex, Bobby Raps"
2eBIQikXCWY80VZccOzi4r,Au Jus,Carl Stone,Stolen Car,2020,20,0.347,0.471,1,0.162,0.424,0.0,0.281,0.637,88.303,3.5943,Au Jus Carl Stone
6jmZlyf9DxcIoRrjw02YXm,Old Town Road - Remix,Lil Nas X,Old Town Road (Remix),2019,53,0.891,0.503,6,0.226,0.0576,0.0,0.0763,0.674,136.009,2.8549,Old Town Road - Remix Lil Nas X
0nNXr4t2ohr8MgXDG6i20d,Do Yourself A Favor,Prince,1999 (Super Deluxe Edition),2019,25,0.683,0.799,8,0.059,0.0826,6.88e-05,0.0535,0.974,156.522,9.0106,Do Yourself A Favor Prince
2m0M7YqCy4lXfedh18qd8N,Into the Groove,Madonna,Celebration (double disc version),2009,67,0.729,0.856,10,0.035,0.0658,0.00832,0.0691,0.804,116.467,4.7515,Into the Groove Madonna
4pNiE4LCVV74vfIBaUHm1b,Sir Duke,Stevie Wonder,Songs In The Key Of Life,1976,74,0.588,0.568,6,0.0672,0.16,0.0,0.0792,0.952,106.938,3.8793,Sir Duke Stevie Wonder
23k9zieWoOTm67FVWkvAFn,Imagine - Asylum Remix,Shola Ama,You Might Need Somebody,2020,49,0.786,0.854,1,0.11,0.0436,0.0374,0.146,0.963,128.572,5.6782,Imagine - Asylum Remix Shola Ama
228BxWXUYQPJrJYHDLOHkj,Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),2004,85,0.852,0.797,0,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,3.21,Gasolina Daddy Yankee
1dKe9VEGUSNfzn5MDvm6SJ,Closer (feat. H.E.R.),Saweetie,Closer (feat. H.E.R.),2022,57,0.833,0.691,6,0.133,0.139,2.99e-05,0.131,0.866,110.985,2.8145,"Closer (feat H.E.R.) Saweetie, H.E.R."
7Ad9NN5apuSvJo34AOYF2n,ANDROMEDA SUNSET,GEOTHEORY,THEORY VOYAGES: Chapter V,2020,21,0.388,0.503,1,0.209,9.53e-06,0.961,0.467,0.211,85.014,1.5061,ANDROMEDA SUNSET GEOTHEORY
3e0yTP5trHBBVvV32jwXqF,Anna Sun,WALK THE MOON,Walk The Moon,2012,64,0.472,0.844,10,0.054,0.00173,0.0,0.24,0.34,140.034,5.3547,Anna Sun WALK THE MOON
1OxL1FWSEd7QmJoWLRP2NO,On My Mind (Jorja Smith X Preditah),Jorja Smith,On My Mind (Jorja Smith X Preditah),2017,69,0.71,0.662,10,0.175,0.42,0.0,0.0723,0.755,130.037,3.0252,"On My Mind Jorja Smith, Preditah"
3vySEUpD0tc801F2WZDLYw,Freaky Deaky,Tyga,Freaky Deaky,2022,70,0.799,0.653,2,0.037,0.019,0.0,0.0935,0.236,104.019,3.588,"Freaky Deaky Doja Cat, Tyga"
1TO3lTPLvp35VnrqCqYsmR,Mean Streets,Tennis,Ritual In Repeat (Deluxe),2014,40,0.553,0.679,5,0.0268,0.165,0.0806,0.248,0.878,144.96,3.3873,Mean Streets Tennis
6u0x5ad9ewHvs3z6u9Oe3c,Under Cover of Darkness,The Strokes,Angles,2011,70,0.35,0.775,11,0.054,0.00433,0.283,0.0676,0.588,199.866,3.9258,Under Cover of Darkness The Strokes
3V215RD6ueggibJxfYSdYp,Still Run It,Lil B,Black Ken,2017,15,0.827,0.673,9,0.32,0.0831,1.54e-05,0.141,0.437,145.909,3.5618,Still Run It Lil B
24CoUR3GwPXeWJzGizLzhR,Angie (i’ve been lost) [feat. Angie McMahon],Fred again..,Actual Life (April 14 - December 17 2020),2021,61,0.72,0.888,11,0.0847,0.14,0.23,0.0806,0.378,131.97,4.7515,Angie (i've been lost) Fred again..
6TvB13NuTM2PE8XDGf0W4n,Let The Lights On,Sorry,Anywhere But Here,2022,41,0.609,0.763,7,0.0346,0.264,0.0,0.15,0.395,131.319,3.0615,Let The Lights On Sorry
7x1k2rChZ0pXSyJVoOpgLd,Get Your Sweat On,Breaka,"Slam Jams, Vol. 1",2019,30,0.788,0.866,1,0.0491,0.0161,0.456,0.746,0.179,129.033,5.8333,Get Your Sweat On Breaka
1HCiEG5t4xSZIpU8foVcmj,Boomin' In Your Jeep,Crystal Fighters,Boomin' In Your Jeep,2018,39,0.63,0.785,7,0.0565,0.000628,0.00115,0.21,0.209,164.047,3.6236,Boomin' In Your Jeep Crystal Fighters
2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,blink-182,Enema Of The State,1999,85,0.434,0.897,0,0.0488,0.0103,0.0,0.612,0.684,148.726,2.7845,All The Small Things blink-182
1G5ho820Xi2Qu3HsBZ26ft,Womp Womp,Valee,Womp Womp,2018,54,0.877,0.558,1,0.342,0.066,0.0,0.0745,0.493,157.027,3.7755,"Womp Womp Valee, Jeremih"
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,Sweet Dreams (Are Made Of This),1983,86,0.692,0.711,0,0.0317,0.225,0.0,0.12,0.875,125.135,3.6155,"Sweet Dreams (Are Made of This) Eurythmics, Annie Lennox"
38Ngied9rBORlAbLYNCl4k,Once in a Lifetime - 2005 Remaster,Talking Heads,Remain in Light (Deluxe Version),1980,70,0.644,0.919,2,0.0561,0.181,0.134,0.622,0.871,117.459,4.3318,Once in a Liftetime Talking Heads
254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,Fleetwood Mac,Tango In the Night (Deluxe Edition),1987,83,0.73,0.487,4,0.0303,0.258,0.01,0.0852,0.731,114.965,3.7775,Everywhere* Fleetwood Mac
2aeDbtWEBWJ3bjk4wZw1zZ,Starring,Freelance Whales,Weathervanes,2010,27,0.507,0.886,1,0.0358,0.0841,0.297,0.138,0.369,149.007,3.5818,Starring Freelance Whales
0k664IuFwVP557Gnx7RhIl,Juice,Lizzo,Cuz I Love You,2019,72,0.767,0.889,7,0.0963,0.00611,0.0,0.402,0.843,119.93,3.2524,Juice Lizzo
5EAbUR2kkfDOCWEcWcb7YG,Pearls,Jessie Ware,That! Feels Good!,2023,56,0.634,0.821,9,0.115,0.0141,0.000924,0.205,0.722,122.985,4.0518,Pearls Jessie Ware
0OdCYrG0GtLNzNHW9mkixg,Daydream,Neggy Gemmy,CBD Reiki Moonbeam,2023,29,0.619,0.933,11,0.0703,0.00425,0.000263,0.696,0.63,121.813,3.8628,Daydream Neggy Gemmy
17EnxDe0uKvyoyvjOC1B3P,House Check (feat. Big Skeez),Human Movement,House Check (feat. Big Skeez),2022,35,0.783,0.866,11,0.111,0.0976,0.0141,0.158,0.646,136.011,4.4667,"House Check (feat. Big Skeez) Human Movement, Big Skeez"
0BiYKvf5gJ9bGNJnngyDkU,You! Me! Dancing! - Remastered,Los Campesinos!,"Hold On Now, Youngster... (Remastered Deluxe Edition)",2008,43,0.396,0.915,2,0.0861,0.00397,0.000848,0.104,0.296,165.187,6.7615,You! Me! Dancing! Los Campesinos!
2Rr22UFL2JTTTflT2iD14Z,Edo,Maxime Denuc,Nachthorn,2022,32,0.13,0.0437,8,0.0544,0.842,0.852,0.106,0.0373,80.169,4.8667,Edo Maxime Denuc
13yxz52EwElyue9PLrqcZY,Slip Away,Perfume Genius,No Shape,2017,55,0.603,0.509,1,0.0311,0.374,2.91e-05,0.0627,0.572,136.592,2.7555,Slip Away Perfume Genius
05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,1985,81,0.596,0.869,10,0.037,0.0116,0.173,0.0678,0.944,109.902,3.9789,Walking On Sunshine Katrina & The Waves
1DxvkBAExfcsgq8H916RUL,Roll with the Punches,Peverelist,Roll with the Punches / Die Brücke,2007,31,0.666,0.63,4,0.138,0.033,0.822,0.118,0.287,137.89,6.7391,Roll with the Punches Peverelist
3fqwjXwUGN6vbzIwvyFMhx,Tennessee Whiskey,Chris Stapleton,Traveller,2015,84,0.392,0.37,9,0.0298,0.205,0.0096,0.0821,0.512,48.718,4.8882,Tennessee Whiskey Chris Stapleton
3GJbXOYweOltxSiOsCNkMd,So Tell Me…,Nia Archives,So Tell Me…,2022,52,0.565,0.636,2,0.0319,0.0484,0.0331,0.0979,0.16,170.0,3.7904,So Tell Me… Nia Archives
5iXnD2VizcAbErpkcuNQ6I,MYSTERY,Turnstile,GLOW ON,2021,61,0.403,0.892,0,0.0913,0.00374,0.0113,0.882,0.185,163.991,2.5867,MYSTERY - Turnstile
5pkr9RXBwzYYSAe9qrT5ki,123 Days,Ruthven,123 Days,2021,34,0.771,0.756,6,0.048,0.208,0.213,0.105,0.366,123.974,4.4641,123 Days Ruthven
3sEcGIc5TFcYMKwxmwy7f1,The Bright Side,deem spencer,We Think We Alone,2017,32,0.311,0.863,2,0.0563,0.899,0.911,0.143,0.795,123.984,4.1294,The Bright Side Deem Spencer
1iZsKjjHVeFV7jQijZszZc,Freak Me Now (with Róisín Murphy),Jessie Ware,Freak Me Now (with Róisín Murphy),2023,58,0.71,0.91,5,0.0735,0.161,0.000327,0.422,0.857,122.005,3.5622,Freak Me Now (with Róisín Murphy) Jessie Ware
1jhdCONafFj1hzJsPvZx27,WHEN SPARKS FLY,Vince Staples,RAMONA PARK BROKE MY HEART,2022,59,0.699,0.782,2,0.124,0.00664,0.000517,0.182,0.227,161.721,3.7979,WHEN SPARKS FLY Vince Staples
4vFicRRBJFCC5UofT5sWAT,Yes I Need My Generator,Turnstile,Share A View,2020,41,0.706,0.702,9,0.0775,0.0984,0.0169,0.3,0.26,133.994,5.1343,"Yes I Need My Generator Turnstile, Mall Grab"
3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),1999,83,0.759,0.699,0,0.0307,0.202,0.000131,0.443,0.907,92.96,3.5178,Baby One More Time Britney Spears
32HZb2JkoAyJjDZRht9C3z,LOVE N' HATE,Matty,LOVE N' HATE,2023,17,0.695,0.551,11,0.036,0.714,0.038,0.325,0.648,93.969,3.086,LOVE N' HATE Matty
4pV11quzVm52tULYj6ITD2,UNDERWATER BOI,Turnstile,GLOW ON,2021,59,0.699,0.881,2,0.046,0.0294,0.111,0.0842,0.297,131.037,3.0824,UNDERWATER BOI - Turnstile
0evYoPRWnnQ6ACNC0LJPul,Up Down Jumper,Boris Brejcha,Up Down Jumper,2022,62,0.795,0.652,2,0.0434,0.000379,0.881,0.0879,0.121,124.995,7.2,Up Down Jumper Boris Brejcha
3tyb330XAhtwkykFWS378z,jessamine,ghost orchard,rainbow music,2022,29,0.634,0.832,2,0.148,0.773,0.53,0.158,0.388,163.037,2.5276,Jessamine ghost orchard
6AAYNz8jXvVlgG9IpYi42Z,Hunnybee,Unknown Mortal Orchestra,Sex & Food,2018,65,0.956,0.377,6,0.0804,0.566,0.414,0.313,0.566,119.993,4.4722,Hunnybee Unknown Mortal Orchestra
5tdKaKLnC4SgtDZ6RlWeal,How Will I Know,Whitney Houston,Whitney Houston,1985,74,0.832,0.544,6,0.0442,0.201,0.000139,0.632,0.928,119.49,4.5922,How Will I Know Whitney Houston
0ikz6tENMONtK6qGkOrU3c,Wake Me Up Before You Go-Go,Wham!,Make It Big,1984,82,0.62,0.573,0,0.0423,0.271,0.0,0.0607,0.897,81.548,3.8556,Wake Me Up Before You Go Go Wham!
75ZgxZqEiMQaz6lnTdGKSQ,Some Kind of Game,Against All Logic,2012 - 2017,2018,39,0.812,0.659,8,0.056,0.153,0.764,0.111,0.278,127.004,6.79,Some Kind of Game Against All Logic
1GRGCIaRlqSCR6ljUmZpv0,Paul,Gilla Band,Holding Hands with Jamie,2015,38,0.297,0.535,9,0.0565,0.0348,0.912,0.111,0.0746,156.923,6.8954,Paul Gilla Band
4XXfQ8fBHMIgcygY4hV6RC,Raingurl,Yaeji,EP2,2017,64,0.929,0.573,6,0.0511,0.0173,0.00347,0.122,0.305,128.037,3.9539,Raingurl Yaeji
2CgOd0Lj5MuvOqzqdaAXtS,Shelter,Porter Robinson,Shelter,2016,67,0.276,0.796,0,0.0579,0.00293,0.0,0.184,0.26,199.526,3.6494,"Shelter Porter Robinson, Madeon"
0mFBlq5k7fqIU46kn6tLL4,Time Killing Killing Time,Zam Ram,Time Killing Killing Time,2022,12,0.752,0.621,7,0.04,0.103,0.0173,0.0693,0.406,103.018,4.3711,Time Killing Killing Time Zam Ram
6KngJ7ZEPy9o4zlg6fyh5N,One More,Yaeji,One More,2018,43,0.827,0.385,11,0.147,0.541,0.0,0.075,0.502,118.02,3.3756,One More Yaeji
2MIF5EhJoAZ6cXgMqfAwdw,Propagation,Com Truise,Iteration,2017,50,0.564,0.669,6,0.0413,0.0423,0.73,0.125,0.306,178.04,4.1818,Propagation Com Truise
5p5Cy1TqnAolLsOxh4xwRm,Do You Feel High?,Pink Skies,SPECTRA,2020,45,0.561,0.628,0,0.0272,2.44e-05,0.781,0.136,0.131,140.043,3.2549,Do You Feel High? Pink Skies
596ZFzLjAI58LTxkXbQWuj,4D,Koreless,4D,2011,31,0.412,0.386,5,0.0591,0.406,0.977,0.124,0.0721,177.643,3.3218,4D Koreless
4Zo7Qrai4SgGfOE5kg2Zl0,Early in the Morning,Philipp Neubert,Early in the Morning,2019,21,0.811,0.785,7,0.0614,0.00233,0.906,0.131,0.071,125.299,7.0884,Early in the Morning Philipp Neubert
7wg2wu1M5xaGCaUGtssbPw,Baby (How Much I LFO You),DJ Koze,Knock Knock,2018,25,0.829,0.492,10,0.0733,0.114,0.413,0.107,0.862,86.977,4.5256,Baby (How Much I LFO You) DJ Koze
2W3EgJst61RLZtPPm3EQim,TERRITORY,The Blaze,TERRITORY,2017,71,0.563,0.44,9,0.0822,0.286,0.683,0.269,0.213,120.009,4.6062,Territory The Blaze
1RUaLmYcAWlHCm25lAWyZW,Ascending,Actress,R.I.P.,2012,22,0.841,0.0489,0,0.0563,0.988,0.158,0.139,0.445,126.055,3.1413,Ascending Actress
